,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
1049,Australia,Potatoes,2007,355463,534,32446.25,12.83
1050,Australia,Potatoes,2007,355463,534,32446.25,14.99
1051,Australia,Potatoes,2007,355463,534,32446.25,18.84
1052,Australia,Potatoes,2007,355463,534,32446.25,18.02
1053,Australia,"Rice, paddy",2007,82609,534,32446.25,17.49
1054,Australia,"Rice, paddy",2007,82609,534,32446.25,20.31
1055,Australia,"Rice, paddy",2007,82609,534,32446.25,12.83
1056,Australia,"Rice, paddy",2007,82609,534,32446.25,14.99
1057,Australia,"Rice, paddy",2007,82609,534,32446.25,18.84
1058,Australia,"Rice, paddy",2007,82609,534,32446.25,18.02
1059,Australia,Sorghum,2007,20918,534,32446.25,17.49
1060,Australia,Sorghum,2007,20918,534,32446.25,20.31
1061,Australia,Sorghum,2007,20918,534,32446.25,12.83
1062,Australia,Sorghum,2007,20918,534,32446.25,14.99
1063,Australia,Sorghum,2007,20918,534,32446.25,18.84
1064,Australia,Sorghum,2007,20918,534,32446.25,18.02
1065,Australia,Soybeans,2007,19730,534,32446.25,17.49
1066,Australia,Soybeans,2007,19730,534,32446.25,20.31
1067,Australia,Soybeans,2007,19730,534,32446.25,12.83
1068,Australia,Soybeans,2007,19730,534,32446.25,14.99
1069,Australia,Soybeans,2007,19730,534,32446.25,18.84
1070,Australia,Soybeans,2007,19730,534,32446.25,18.02
1071,Australia,Sweet potatoes,2007,346237,534,32446.25,17.49
1072,Australia,Sweet potatoes,2007,346237,534,32446.25,20.31
1073,Australia,Sweet potatoes,2007,346237,534,32446.25,12.83
1074,Australia,Sweet potatoes,2007,346237,534,32446.25,14.99
1075,Australia,Sweet potatoes,2007,346237,534,32446.25,18.84
1076,Australia,Sweet potatoes,2007,346237,534,32446.25,18.02
1077,Australia,Wheat,2007,9173,534,32446.25,17.49
1078,Australia,Wheat,2007,9173,534,32446.25,20.31
1079,Australia,Wheat,2007,9173,534,32446.25,12.83
1080,Australia,Wheat,2007,9173,534,32446.25,14.99
1081,Australia,Wheat,2007,9173,534,32446.25,18.84
1082,Australia,Wheat,2007,9173,534,32446.25,18.02
1083,Australia,Maize,2008,56912,534,42935.38,16.7
1084,Australia,Maize,2008,56912,534,42935.38,19.79
1085,Australia,Maize,2008,56912,534,42935.38,12
1086,Australia,Maize,2008,56912,534,42935.38,14.11
1087,Australia,Maize,2008,56912,534,42935.38,18.78
1088,Australia,Maize,2008,56912,534,42935.38,17.32
1089,Australia,Potatoes,2008,381224,534,42935.38,16.7
1090,Australia,Potatoes,2008,381224,534,42935.38,19.79
1091,Australia,Potatoes,2008,381224,534,42935.38,12
1092,Australia,Potatoes,2008,381224,534,42935.38,14.11
1093,Australia,Potatoes,2008,381224,534,42935.38,18.78
1094,Australia,Potatoes,2008,381224,534,42935.38,17.32
1095,Australia,"Rice, paddy",2008,75988,534,42935.38,16.7
1096,Australia,"Rice, paddy",2008,75988,534,42935.38,19.79
1097,Australia,"Rice, paddy",2008,75988,534,42935.38,12
1098,Australia,"Rice, paddy",2008,75988,534,42935.38,14.11
1099,Australia,"Rice, paddy",2008,75988,534,42935.38,18.78
1100,Australia,"Rice, paddy",2008,75988,534,42935.38,17.32
1101,Australia,Sorghum,2008,40252,534,42935.38,16.7
1102,Australia,Sorghum,2008,40252,534,42935.38,19.79
1103,Australia,Sorghum,2008,40252,534,42935.38,12
1104,Australia,Sorghum,2008,40252,534,42935.38,14.11
1105,Australia,Sorghum,2008,40252,534,42935.38,18.78
1106,Australia,Sorghum,2008,40252,534,42935.38,17.32
1107,Australia,Soybeans,2008,23289,534,42935.38,16.7
1108,Australia,Soybeans,2008,23289,534,42935.38,19.79
1109,Australia,Soybeans,2008,23289,534,42935.38,12
1110,Australia,Soybeans,2008,23289,534,42935.38,14.11
1111,Australia,Soybeans,2008,23289,534,42935.38,18.78
1112,Australia,Soybeans,2008,23289,534,42935.38,17.32
1113,Australia,Sweet potatoes,2008,266530,534,42935.38,16.7
1114,Australia,Sweet potatoes,2008,266530,534,42935.38,19.79
1115,Australia,Sweet potatoes,2008,266530,534,42935.38,12
1116,Australia,Sweet potatoes,2008,266530,534,42935.38,14.11
1117,Australia,Sweet potatoes,2008,266530,534,42935.38,18.78
1118,Australia,Sweet potatoes,2008,266530,534,42935.38,17.32
1119,Australia,Wheat,2008,10788,534,42935.38,16.7
1120,Australia,Wheat,2008,10788,534,42935.38,19.79
1121,Australia,Wheat,2008,10788,534,42935.38,12
1122,Australia,Wheat,2008,10788,534,42935.38,14.11
1123,Australia,Wheat,2008,10788,534,42935.38,18.78
1124,Australia,Wheat,2008,10788,534,42935.38,17.32
1125,Australia,Maize,2009,58171,534,38065.68,17.39
1126,Australia,Maize,2009,58171,534,38065.68,20.65
1127,Australia,Maize,2009,58171,534,38065.68,12.87
1128,Australia,Maize,2009,58171,534,38065.68,14.65
1129,Australia,Maize,2009,58171,534,38065.68,19.01
1130,Australia,Maize,2009,58171,534,38065.68,18.18
1131,Australia,Potatoes,2009,361747,534,38065.68,17.39
1132,Australia,Potatoes,2009,361747,534,38065.68,20.65
1133,Australia,Potatoes,2009,361747,534,38065.68,12.87
1134,Australia,Potatoes,2009,361747,534,38065.68,14.65
1135,Australia,Potatoes,2009,361747,534,38065.68,19.01
1136,Australia,Potatoes,2009,361747,534,38065.68,18.18
1137,Australia,"Rice, paddy",2009,84609,534,38065.68,17.39
1138,Australia,"Rice, paddy",2009,84609,534,38065.68,20.65
1139,Australia,"Rice, paddy",2009,84609,534,38065.68,12.87
1140,Australia,"Rice, paddy",2009,84609,534,38065.68,14.65
1141,Australia,"Rice, paddy",2009,84609,534,38065.68,19.01
1142,Australia,"Rice, paddy",2009,84609,534,38065.68,18.18
1143,Australia,Sorghum,2009,35096,534,38065.68,17.39
1144,Australia,Sorghum,2009,35096,534,38065.68,20.65
1145,Australia,Sorghum,2009,35096,534,38065.68,12.87
1146,Australia,Sorghum,2009,35096,534,38065.68,14.65
1147,Australia,Sorghum,2009,35096,534,38065.68,19.01
1148,Australia,Sorghum,2009,35096,534,38065.68,18.18
1149,Australia,Soybeans,2009,18926,534,38065.68,17.39
1150,Australia,Soybeans,2009,18926,534,38065.68,20.65
1151,Australia,Soybeans,2009,18926,534,38065.68,12.87
1152,Australia,Soybeans,2009,18926,534,38065.68,14.65
1153,Australia,Soybeans,2009,18926,534,38065.68,19.01
1154,Australia,Soybeans,2009,18926,534,38065.68,18.18
1155,Australia,Sweet potatoes,2009,250797,534,38065.68,17.39
1156,Australia,Sweet potatoes,2009,250797,534,38065.68,20.65
1157,Australia,Sweet potatoes,2009,250797,534,38065.68,12.87
1158,Australia,Sweet potatoes,2009,250797,534,38065.68,14.65
1159,Australia,Sweet potatoes,2009,250797,534,38065.68,19.01
1160,Australia,Sweet potatoes,2009,250797,534,38065.68,18.18
1161,Australia,Wheat,2009,15831,534,38065.68,17.39
1162,Australia,Wheat,2009,15831,534,38065.68,20.65
1163,Australia,Wheat,2009,15831,534,38065.68,12.87
1164,Australia,Wheat,2009,15831,534,38065.68,14.65
1165,Australia,Wheat,2009,15831,534,38065.68,19.01
1166,Australia,Wheat,2009,15831,534,38065.68,18.18
1167,Australia,Maize,2010,55593,534,42169.39,16.72
1168,Australia,Maize,2010,55593,534,42169.39,20.33
1169,Australia,Maize,2010,55593,534,42169.39,12.37
1170,Australia,Maize,2010,55593,534,42169.39,14.23
1171,Australia,Maize,2010,55593,534,42169.39,19.09
1172,Australia,Maize,2010,55593,534,42169.39,18
1173,Australia,Potatoes,2010,351334,534,42169.39,16.72
1174,Australia,Potatoes,2010,351334,534,42169.39,20.33
1175,Australia,Potatoes,2010,351334,534,42169.39,12.37
1176,Australia,Potatoes,2010,351334,534,42169.39,14.23
1177,Australia,Potatoes,2010,351334,534,42169.39,19.09
1178,Australia,Potatoes,2010,351334,534,42169.39,18
1179,Australia,"Rice, paddy",2010,103895,534,42169.39,16.72
1180,Australia,"Rice, paddy",2010,103895,534,42169.39,20.33
1181,Australia,"Rice, paddy",2010,103895,534,42169.39,12.37
1182,Australia,"Rice, paddy",2010,103895,534,42169.39,14.23
1183,Australia,"Rice, paddy",2010,103895,534,42169.39,19.09
1184,Australia,"Rice, paddy",2010,103895,534,42169.39,18
1185,Australia,Sorghum,2010,30279,534,42169.39,16.72
1186,Australia,Sorghum,2010,30279,534,42169.39,20.33
1187,Australia,Sorghum,2010,30279,534,42169.39,12.37
1188,Australia,Sorghum,2010,30279,534,42169.39,14.23
1189,Australia,Sorghum,2010,30279,534,42169.39,19.09
1190,Australia,Sorghum,2010,30279,534,42169.39,18
1191,Australia,Soybeans,2010,19042,534,42169.39,16.72
1192,Australia,Soybeans,2010,19042,534,42169.39,20.33
1193,Australia,Soybeans,2010,19042,534,42169.39,12.37
1194,Australia,Soybeans,2010,19042,534,42169.39,14.23
1195,Australia,Soybeans,2010,19042,534,42169.39,19.09
1196,Australia,Soybeans,2010,19042,534,42169.39,18
1197,Australia,Sweet potatoes,2010,305974,534,42169.39,16.72
1198,Australia,Sweet potatoes,2010,305974,534,42169.39,20.33
1199,Australia,Sweet potatoes,2010,305974,534,42169.39,12.37
1200,Australia,Sweet potatoes,2010,305974,534,42169.39,14.23
1201,Australia,Sweet potatoes,2010,305974,534,42169.39,19.09
1202,Australia,Sweet potatoes,2010,305974,534,42169.39,18
1203,Australia,Wheat,2010,15729,534,42169.39,16.72
1204,Australia,Wheat,2010,15729,534,42169.39,20.33
1205,Australia,Wheat,2010,15729,534,42169.39,12.37
1206,Australia,Wheat,2010,15729,534,42169.39,14.23
1207,Australia,Wheat,2010,15729,534,42169.39,19.09
1208,Australia,Wheat,2010,15729,534,42169.39,18
1209,Australia,Maize,2011,57390,534,47632.99,16.9
1210,Australia,Maize,2011,57390,534,47632.99,19.88
1211,Australia,Maize,2011,57390,534,47632.99,12.16
1212,Australia,Maize,2011,57390,534,47632.99,14.19
1213,Australia,Maize,2011,57390,534,47632.99,19.99
1214,Australia,Maize,2011,57390,534,47632.99,17.71
1215,Australia,Potatoes,2011,350887,534,47632.99,16.9
1216,Australia,Potatoes,2011,350887,534,47632.99,19.88
1217,Australia,Potatoes,2011,350887,534,47632.99,12.16
1218,Australia,Potatoes,2011,350887,534,47632.99,14.19
1219,Australia,Potatoes,2011,350887,534,47632.99,19.99
1220,Australia,Potatoes,2011,350887,534,47632.99,17.71
1221,Australia,"Rice, paddy",2011,95441,534,47632.99,16.9
1222,Australia,"Rice, paddy",2011,95441,534,47632.99,19.88
1223,Australia,"Rice, paddy",2011,95441,534,47632.99,12.16
1224,Australia,"Rice, paddy",2011,95441,534,47632.99,14.19
1225,Australia,"Rice, paddy",2011,95441,534,47632.99,19.99
1226,Australia,"Rice, paddy",2011,95441,534,47632.99,17.71
1227,Australia,Sorghum,2011,30558,534,47632.99,16.9
1228,Australia,Sorghum,2011,30558,534,47632.99,19.88
1229,Australia,Sorghum,2011,30558,534,47632.99,12.16
1230,Australia,Sorghum,2011,30558,534,47632.99,14.19
1231,Australia,Sorghum,2011,30558,534,47632.99,19.99
1232,Australia,Sorghum,2011,30558,534,47632.99,17.71
1233,Australia,Soybeans,2011,17136,534,47632.99,16.9
1234,Australia,Soybeans,2011,17136,534,47632.99,19.88
1235,Australia,Soybeans,2011,17136,534,47632.99,12.16
1236,Australia,Soybeans,2011,17136,534,47632.99,14.19
1237,Australia,Soybeans,2011,17136,534,47632.99,19.99
1238,Australia,Soybeans,2011,17136,534,47632.99,17.71
1239,Australia,Sweet potatoes,2011,319252,534,47632.99,16.9
1240,Australia,Sweet potatoes,2011,319252,534,47632.99,19.88
1241,Australia,Sweet potatoes,2011,319252,534,47632.99,12.16
1242,Australia,Sweet potatoes,2011,319252,534,47632.99,14.19
1243,Australia,Sweet potatoes,2011,319252,534,47632.99,19.99
1244,Australia,Sweet potatoes,2011,319252,534,47632.99,17.71
1245,Australia,Wheat,2011,20301,534,47632.99,16.9
1246,Australia,Wheat,2011,20301,534,47632.99,19.88
1247,Australia,Wheat,2011,20301,534,47632.99,12.16
1248,Australia,Wheat,2011,20301,534,47632.99,14.19
1249,Australia,Wheat,2011,20301,534,47632.99,19.99
1250,Australia,Wheat,2011,20301,534,47632.99,17.71
1251,Australia,Maize,2012,64654,534,48687.88,16.84
1252,Australia,Maize,2012,64654,534,48687.88,20.08
1253,Australia,Maize,2012,64654,534,48687.88,11.79
1254,Australia,Maize,2012,64654,534,48687.88,14.27
1255,Australia,Maize,2012,64654,534,48687.88,19.55
1256,Australia,Maize,2012,64654,534,48687.88,17.47
1257,Australia,Potatoes,2012,382592,534,48687.88,16.84
1258,Australia,Potatoes,2012,382592,534,48687.88,20.08
1259,Australia,Potatoes,2012,382592,534,48687.88,11.79
1260,Australia,Potatoes,2012,382592,534,48687.88,14.27
1261,Australia,Potatoes,2012,382592,534,48687.88,19.55
1262,Australia,Potatoes,2012,382592,534,48687.88,17.47
1263,Australia,"Rice, paddy",2012,89098,534,48687.88,16.84
1264,Australia,"Rice, paddy",2012,89098,534,48687.88,20.08
1265,Australia,"Rice, paddy",2012,89098,534,48687.88,11.79
1266,Australia,"Rice, paddy",2012,89098,534,48687.88,14.27
1267,Australia,"Rice, paddy",2012,89098,534,48687.88,19.55
1268,Australia,"Rice, paddy",2012,89098,534,48687.88,17.47
1269,Australia,Sorghum,2012,33960,534,48687.88,16.84
1270,Australia,Sorghum,2012,33960,534,48687.88,20.08
1271,Australia,Sorghum,2012,33960,534,48687.88,11.79
1272,Australia,Sorghum,2012,33960,534,48687.88,14.27
1273,Australia,Sorghum,2012,33960,534,48687.88,19.55
1274,Australia,Sorghum,2012,33960,534,48687.88,17.47
1275,Australia,Soybeans,2012,22598,534,48687.88,16.84
1276,Australia,Soybeans,2012,22598,534,48687.88,20.08
1277,Australia,Soybeans,2012,22598,534,48687.88,11.79
1278,Australia,Soybeans,2012,22598,534,48687.88,14.27
1279,Australia,Soybeans,2012,22598,534,48687.88,19.55
1280,Australia,Soybeans,2012,22598,534,48687.88,17.47
1281,Australia,Sweet potatoes,2012,331853,534,48687.88,16.84
1282,Australia,Sweet potatoes,2012,331853,534,48687.88,20.08
1283,Australia,Sweet potatoes,2012,331853,534,48687.88,11.79
1284,Australia,Sweet potatoes,2012,331853,534,48687.88,14.27
1285,Australia,Sweet potatoes,2012,331853,534,48687.88,19.55
1286,Australia,Sweet potatoes,2012,331853,534,48687.88,17.47
1287,Australia,Wheat,2012,21511,534,48687.88,16.84
1288,Australia,Wheat,2012,21511,534,48687.88,20.08
1289,Australia,Wheat,2012,21511,534,48687.88,11.79
1290,Australia,Wheat,2012,21511,534,48687.88,14.27
1291,Australia,Wheat,2012,21511,534,48687.88,19.55
1292,Australia,Wheat,2012,21511,534,48687.88,17.47
1293,Australia,Maize,2013,64441,534,45177.18,17.39
1294,Australia,Maize,2013,64441,534,45177.18,20.14
1295,Australia,Maize,2013,64441,534,45177.18,12.19
1296,Australia,Maize,2013,64441,534,45177.18,14.74
1297,Australia,Maize,2013,64441,534,45177.18,19.98
1298,Australia,Maize,2013,64441,534,45177.18,18.09
1299,Australia,Potatoes,2013,385434,534,45177.18,17.39
1300,Australia,Potatoes,2013,385434,534,45177.18,20.14
1301,Australia,Potatoes,2013,385434,534,45177.18,12.19
1302,Australia,Potatoes,2013,385434,534,45177.18,14.74
1303,Australia,Potatoes,2013,385434,534,45177.18,19.98
1304,Australia,Potatoes,2013,385434,534,45177.18,18.09
1305,Australia,"Rice, paddy",2013,102177,534,45177.18,17.39
1306,Australia,"Rice, paddy",2013,102177,534,45177.18,20.14
1307,Australia,"Rice, paddy",2013,102177,534,45177.18,12.19
1308,Australia,"Rice, paddy",2013,102177,534,45177.18,14.74
1309,Australia,"Rice, paddy",2013,102177,534,45177.18,19.98
1310,Australia,"Rice, paddy",2013,102177,534,45177.18,18.09
1311,Australia,Sorghum,2013,34419,534,45177.18,17.39
1312,Australia,Sorghum,2013,34419,534,45177.18,20.14
1313,Australia,Sorghum,2013,34419,534,45177.18,12.19
1314,Australia,Sorghum,2013,34419,534,45177.18,14.74
1315,Australia,Sorghum,2013,34419,534,45177.18,19.98
1316,Australia,Sorghum,2013,34419,534,45177.18,18.09
1317,Australia,Soybeans,2013,22336,534,45177.18,17.39
1318,Australia,Soybeans,2013,22336,534,45177.18,20.14
1319,Australia,Soybeans,2013,22336,534,45177.18,12.19
1320,Australia,Soybeans,2013,22336,534,45177.18,14.74
1321,Australia,Soybeans,2013,22336,534,45177.18,19.98
1322,Australia,Soybeans,2013,22336,534,45177.18,18.09
1323,Australia,Sweet potatoes,2013,344391,534,45177.18,17.39
1324,Australia,Sweet potatoes,2013,344391,534,45177.18,20.14
1325,Australia,Sweet potatoes,2013,344391,534,45177.18,12.19
1326,Australia,Sweet potatoes,2013,344391,534,45177.18,14.74
1327,Australia,Sweet potatoes,2013,344391,534,45177.18,19.98
1328,Australia,Sweet potatoes,2013,344391,534,45177.18,18.09
1329,Australia,Wheat,2013,17609,534,45177.18,17.39
1330,Australia,Wheat,2013,17609,534,45177.18,20.14
1331,Australia,Wheat,2013,17609,534,45177.18,12.19
1332,Australia,Wheat,2013,17609,534,45177.18,14.74
1333,Australia,Wheat,2013,17609,534,45177.18,19.98
1334,Australia,Wheat,2013,17609,534,45177.18,18.09
1335,Bangladesh,Maize,1990,10015,2666,1266,25.98
1336,Bangladesh,Maize,1990,10015,2666,1266,25.98
1337,Bangladesh,Potatoes,1990,91410,2666,1266,25.98
1338,Bangladesh,Potatoes,1990,91410,2666,1266,25.98
1339,Bangladesh,"Rice, paddy",1990,25661,2666,1266,25.98
1340,Bangladesh,"Rice, paddy",1990,25661,2666,1266,25.98
1341,Bangladesh,Sorghum,1990,8103,2666,1266,25.98
1342,Bangladesh,Sorghum,1990,8103,2666,1266,25.98
1343,Bangladesh,Sweet potatoes,1990,98316,2666,1266,25.98
1344,Bangladesh,Sweet potatoes,1990,98316,2666,1266,25.98
1345,Bangladesh,Wheat,1990,15034,2666,1266,25.98
1346,Bangladesh,Wheat,1990,15034,2666,1266,25.98
1347,Bangladesh,Maize,1991,9781,2666,1287,25.85
1348,Bangladesh,Maize,1991,9781,2666,1287,25.85
1349,Bangladesh,Potatoes,1991,99868,2666,1287,25.85
1350,Bangladesh,Potatoes,1991,99868,2666,1287,25.85
1351,Bangladesh,"Rice, paddy",1991,26592,2666,1287,25.85
1352,Bangladesh,"Rice, paddy",1991,26592,2666,1287,25.85
1353,Bangladesh,Sorghum,1991,8376,2666,1287,25.85
1354,Bangladesh,Sorghum,1991,8376,2666,1287,25.85
1355,Bangladesh,Sweet potatoes,1991,96481,2666,1287,25.85
1356,Bangladesh,Sweet potatoes,1991,96481,2666,1287,25.85
1357,Bangladesh,Wheat,1991,16767,2666,1287,25.85
1358,Bangladesh,Wheat,1991,16767,2666,1287,25.85
1359,Bangladesh,Maize,1992,9319,2666,1453,25.86
1360,Bangladesh,Maize,1992,9319,2666,1453,25.86
1361,Bangladesh,Potatoes,1992,107931,2666,1453,25.86
1362,Bangladesh,Potatoes,1992,107931,2666,1453,25.86
1363,Bangladesh,"Rice, paddy",1992,26893,2666,1453,25.86
1364,Bangladesh,"Rice, paddy",1992,26893,2666,1453,25.86
1365,Bangladesh,Sorghum,1992,8988,2666,1453,25.86
1366,Bangladesh,Sorghum,1992,8988,2666,1453,25.86
1367,Bangladesh,Sweet potatoes,1992,96477,2666,1453,25.86
1368,Bangladesh,Sweet potatoes,1992,96477,2666,1453,25.86
1369,Bangladesh,Wheat,1992,18534,2666,1453,25.86
1370,Bangladesh,Wheat,1992,18534,2666,1453,25.86
1371,Bangladesh,Maize,1993,9351,2666,1487,25.73
1372,Bangladesh,Maize,1993,9351,2666,1487,25.73
1373,Bangladesh,Potatoes,1993,106787,2666,1487,25.73
1374,Bangladesh,Potatoes,1993,106787,2666,1487,25.73
1375,Bangladesh,"Rice, paddy",1993,27185,2666,1487,25.73
1376,Bangladesh,"Rice, paddy",1993,27185,2666,1487,25.73
1377,Bangladesh,Sorghum,1993,8948,2666,1487,25.73
1378,Bangladesh,Sorghum,1993,8948,2666,1487,25.73
1379,Bangladesh,Sweet potatoes,1993,95714,2666,1487,25.73
1380,Bangladesh,Sweet potatoes,1993,95714,2666,1487,25.73
1381,Bangladesh,Wheat,1993,18457,2666,1487,25.73
1382,Bangladesh,Wheat,1993,18457,2666,1487,25.73
1383,Bangladesh,Maize,1994,9042,2666,1594.5,25.91
1384,Bangladesh,Maize,1994,9042,2666,1594.5,25.91
1385,Bangladesh,Potatoes,1994,109570,2666,1594.5,25.91
1386,Bangladesh,Potatoes,1994,109570,2666,1594.5,25.91
1387,Bangladesh,"Rice, paddy",1994,25328,2666,1594.5,25.91
1388,Bangladesh,"Rice, paddy",1994,25328,2666,1594.5,25.91
1389,Bangladesh,Sorghum,1994,9892,2666,1594.5,25.91
1390,Bangladesh,Sorghum,1994,9892,2666,1594.5,25.91
1391,Bangladesh,Sweet potatoes,1994,95373,2666,1594.5,25.91
1392,Bangladesh,Sweet potatoes,1994,95373,2666,1594.5,25.91
1393,Bangladesh,Wheat,1994,18390,2666,1594.5,25.91
1394,Bangladesh,Wheat,1994,18390,2666,1594.5,25.91
1395,Bangladesh,Maize,1995,10700,2666,1702,26.09
1396,Bangladesh,Maize,1995,10700,2666,1702,26.09
1397,Bangladesh,Potatoes,1995,111665,2666,1702,26.09
1398,Bangladesh,Potatoes,1995,111665,2666,1702,26.09
1399,Bangladesh,"Rice, paddy",1995,26527,2666,1702,26.09
1400,Bangladesh,"Rice, paddy",1995,26527,2666,1702,26.09
1401,Bangladesh,Sorghum,1995,9804,2666,1702,26.09
1402,Bangladesh,Sorghum,1995,9804,2666,1702,26.09
1403,Bangladesh,Sweet potatoes,1995,95186,2666,1702,26.09
1404,Bangladesh,Sweet potatoes,1995,95186,2666,1702,26.09
1405,Bangladesh,Wheat,1995,19483,2666,1702,26.09
1406,Bangladesh,Wheat,1995,19483,2666,1702,26.09
1407,Bangladesh,Maize,1996,10166,2666,1919,26.15
1408,Bangladesh,Maize,1996,10166,2666,1919,26.15
1409,Bangladesh,Potatoes,1996,112741,2666,1919,26.15
1410,Bangladesh,Potatoes,1996,112741,2666,1919,26.15
1411,Bangladesh,"Rice, paddy",1996,27629,2666,1919,26.15
1412,Bangladesh,"Rice, paddy",1996,27629,2666,1919,26.15
1413,Bangladesh,Sorghum,1996,9959,2666,1919,26.15
1414,Bangladesh,Sorghum,1996,9959,2666,1919,26.15
1415,Bangladesh,Sweet potatoes,1996,96081,2666,1919,26.15
1416,Bangladesh,Sweet potatoes,1996,96081,2666,1919,26.15
1417,Bangladesh,Wheat,1996,19531,2666,1919,26.15
1418,Bangladesh,Wheat,1996,19531,2666,1919,26.15
1419,Bangladesh,Maize,1997,10914,2666,2035,25.55
1420,Bangladesh,Maize,1997,10914,2666,2035,25.55
1421,Bangladesh,Potatoes,1997,112551,2666,2035,25.55
1422,Bangladesh,Potatoes,1997,112551,2666,2035,25.55
1423,Bangladesh,"Rice, paddy",1997,27431,2666,2035,25.55
1424,Bangladesh,"Rice, paddy",1997,27431,2666,2035,25.55
1425,Bangladesh,Sorghum,1997,10297,2666,2035,25.55
1426,Bangladesh,Sorghum,1997,10297,2666,2035,25.55
1427,Bangladesh,Sweet potatoes,1997,93946,2666,2035,25.55
1428,Bangladesh,Sweet potatoes,1997,93946,2666,2035,25.55
1429,Bangladesh,Wheat,1997,20544,2666,2035,25.55
1430,Bangladesh,Wheat,1997,20544,2666,2035,25.55
1431,Bangladesh,Maize,1998,7339,2666,2068,26.13
1432,Bangladesh,Maize,1998,7339,2666,2068,26.13
1433,Bangladesh,Potatoes,1998,113972,2666,2068,26.13
1434,Bangladesh,Potatoes,1998,113972,2666,2068,26.13
1435,Bangladesh,"Rice, paddy",1998,29358,2666,2068,26.13
1436,Bangladesh,"Rice, paddy",1998,29358,2666,2068,26.13
1437,Bangladesh,Sorghum,1998,7901,2666,2068,26.13
1438,Bangladesh,Sorghum,1998,7901,2666,2068,26.13
1439,Bangladesh,Sweet potatoes,1998,95325,2666,2068,26.13
1440,Bangladesh,Sweet potatoes,1998,95325,2666,2068,26.13
1441,Bangladesh,Wheat,1998,22408,2666,2068,26.13
1442,Bangladesh,Wheat,1998,22408,2666,2068,26.13
1443,Bangladesh,Maize,1999,12346,2666,2532,26.31
1444,Bangladesh,Maize,1999,12346,2666,2532,26.31
1445,Bangladesh,Potatoes,1999,112810,2666,2532,26.31
1446,Bangladesh,Potatoes,1999,112810,2666,2532,26.31
1447,Bangladesh,"Rice, paddy",1999,32139,2666,2532,26.31
1448,Bangladesh,"Rice, paddy",1999,32139,2666,2532,26.31
1449,Bangladesh,Sorghum,1999,12346,2666,2532,26.31
1450,Bangladesh,Sorghum,1999,12346,2666,2532,26.31
1451,Bangladesh,Sweet potatoes,1999,92786,2666,2532,26.31
1452,Bangladesh,Sweet potatoes,1999,92786,2666,2532,26.31
1453,Bangladesh,Wheat,1999,21627,2666,2532,26.31
1454,Bangladesh,Wheat,1999,21627,2666,2532,26.31
1455,Bangladesh,Maize,2000,20597,2666,3170,25.91
1456,Bangladesh,Maize,2000,20597,2666,3170,25.91
1457,Bangladesh,Potatoes,2000,120591,2666,3170,25.91
1458,Bangladesh,Potatoes,2000,120591,2666,3170,25.91
1459,Bangladesh,"Rice, paddy",2000,34836,2666,3170,25.91
1460,Bangladesh,"Rice, paddy",2000,34836,2666,3170,25.91
1461,Bangladesh,Sorghum,2000,12346,2666,3170,25.91
1462,Bangladesh,Sorghum,2000,12346,2666,3170,25.91
1463,Bangladesh,Sweet potatoes,2000,92479,2666,3170,25.91
1464,Bangladesh,Sweet potatoes,2000,92479,2666,3170,25.91
1465,Bangladesh,Wheat,2000,22104,2666,3170,25.91
1466,Bangladesh,Wheat,2000,22104,2666,3170,25.91
1467,Bangladesh,Maize,2001,32216,2666,3295.78,25.93
1468,Bangladesh,Maize,2001,32216,2666,3295.78,25.93
1469,Bangladesh,Potatoes,2001,129163,2666,3295.78,25.93
1470,Bangladesh,Potatoes,2001,129163,2666,3295.78,25.93
1471,Bangladesh,"Rice, paddy",2001,34020,2666,3295.78,25.93
1472,Bangladesh,"Rice, paddy",2001,34020,2666,3295.78,25.93
1473,Bangladesh,Sorghum,2001,12346,2666,3295.78,25.93
1474,Bangladesh,Sorghum,2001,12346,2666,3295.78,25.93
1475,Bangladesh,Sweet potatoes,2001,90907,2666,3295.78,25.93
1476,Bangladesh,Sweet potatoes,2001,90907,2666,3295.78,25.93
1477,Bangladesh,Wheat,2001,21643,2666,3295.78,25.93
1478,Bangladesh,Wheat,2001,21643,2666,3295.78,25.93
1479,Bangladesh,Maize,2002,40349,2666,2954.29,26.1
1480,Bangladesh,Maize,2002,40349,2666,2954.29,26.1
1481,Bangladesh,Potatoes,2002,126010,2666,2954.29,26.1
1482,Bangladesh,Potatoes,2002,126010,2666,2954.29,26.1
1483,Bangladesh,"Rice, paddy",2002,34902,2666,2954.29,26.1
1484,Bangladesh,"Rice, paddy",2002,34902,2666,2954.29,26.1
1485,Bangladesh,Sorghum,2002,12361,2666,2954.29,26.1
1486,Bangladesh,Sorghum,2002,12361,2666,2954.29,26.1
1487,Bangladesh,Sweet potatoes,2002,90919,2666,2954.29,26.1
1488,Bangladesh,Sweet potatoes,2002,90919,2666,2954.29,26.1
1489,Bangladesh,Wheat,2002,21644,2666,2954.29,26.1
1490,Bangladesh,Wheat,2002,21644,2666,2954.29,26.1
1491,Bangladesh,Maize,2004,48243,2666,5587.81,26.14
1492,Bangladesh,Maize,2004,48243,2666,5587.81,26.14
1493,Bangladesh,Potatoes,2004,144313,2666,5587.81,26.14
